Order_ID,Order_Date,Customer_ID,Product_Category,Sub_Category,Sales,Quantity,Profit,Discount
ORD00086,2024-04-11,CUST0004,Technology,Monitors,3366.2,6,559.16,0.1
ORD00087,2024-04-03,CUST0084,Technology,Printers,4609.55,6,664.0,0.1
ORD00088,2024-03-11,CUST0008,Technology,Phones,3313.52,7,653.98,0.1
ORD00089,2024-10-10,CUST0032,Office Supplies,Binders,990.27,7,268.39,0.0
ORD00090,2025-01-01,CUST0109,Technology,Laptops,5070.41,7,1176.42,0.05
ORD00091,2025-05-02,CUST0060,Furniture,Chairs,931.57,4,63.86,0.2
ORD00092,2025-04-14,CUST0116,Office Supplies,Labels,901.1,6,148.59,0.25
ORD00093,2024-03-16,CUST0118,Office Supplies,Envelopes,118.7,1,11.93,0.2
ORD00094,2025-04-09,CUST0116,Furniture,Bookcases,1306.96,5,-94.62,0.25
ORD00095,2025-03-16,CUST0010,Office Supplies,Paper,348.03,4,75.97,0.25
ORD00096,2025-01-18,CUST0089,Furniture,Bookcases,592.32,2,47.0,0.15
ORD00097,2025-07-23,CUST0036,Office Supplies,Paper,142.21,1,24.73,0.1
ORD00098,2024-02-22,CUST0092,Accessories,Webcams,461.17,3,17.51,0.25
ORD00099,2025-07-23,CUST0115,Office Supplies,Labels,233.28,3,19.99,0.2
ORD00100,2025-09-15,CUST0035,Office Supplies,Binders,707.09,6,105.93,0.1
ORD00101,2024-05-26,CUST0002,Furniture,Tables,797.36,5,70.45,0.0
ORD00102,2025-04-09,CUST0114,Technology,Printers,1914.12,3,200.06,0.2
ORD00103,2025-09-24,CUST0010,Technology,Phones,712.2,1,123.48,0.15
ORD00104,2024-12-19,CUST0009,Technology,Laptops,1943.3,4,267.84,0.1
ORD00105,2024-01-08,CUST0120,Furniture,Chairs,488.06,2,32.28,0.1
ORD00106,2024-06-28,CUST0091,Furniture,Storage,912.55,2,115.82,0.1
ORD00107,2025-03-22,CUST0114,Accessories,Keyboards,153.94,1,16.33,0.15
ORD00108,2025-02-18,CUST0048,Furniture,Chairs,166.6,1,-11.22,0.25
ORD00109,2024-09-06,CUST0051,Technology,Laptops,903.17,4,175.03,0.1
ORD00110,2025-06-06,CUST0083,Office Supplies,Binders,807.9,6,124.86,0.25
ORD00111,2024-08-29,CUST0085,Office Supplies,Paper,120.39,1,22.42,0.25
ORD00112,2025-04-20,CUST0087,Accessories,Webcams,594.16,7,66.3,0.25
ORD00113,2024-06-03,CUST0015,Office Supplies,Labels,303.33,4,71.41,0.0
ORD00114,2025-04-07,CUST0119,Technology,Printers,367.76,1,61.56,0.0
ORD00115,2025-08-17,CUST0080,Furniture,Storage,973.02,5,51.61,0.2
ORD00116,2025-05-28,CUST0051,Furniture,Storage,908.36,2,35.59,0.25
ORD00117,2024-09-10,CUST0028,Office Supplies,Binders,887.78,6,178.7,0.1
ORD00118,2025-11-26,CUST0011,Furniture,Bookcases,1226.94,5,46.89,0.2
ORD00119,2024-12-07,CUST0070,Furniture,Tables,198.09,1,-9.6,0.25
ORD00120,2024-11-13,CUST0001,Technology,Laptops,1692.3,5,57.9,0.25
ORD00121,2025-10-23,CUST0041,Accessories,Keyboards,166.56,6,23.31,0.05
ORD00122,2024-08-19,CUST0120,Office Supplies,Paper,194.45,2,34.95,0.2
ORD00123,2025-11-08,CUST0040,Accessories,Keyboards,233.66,3,29.91,0.05
ORD00124,2025-03-24,CUST0003,Office Supplies,Paper,91.66,1,15.06,0.1
ORD00125,2025-06-30,CUST0073,Office Supplies,Paper,210.05,2,42.35,0.1
ORD00126,2025-04-17,CUST0105,Office Supplies,Envelopes,1532.21,7,364.05,0.05
ORD00127,2024-02-23,CUST0080,Technology,Monitors,1836.3,6,170.58,0.2
ORD00128,2024-10-06,CUST0094,Furniture,Tables,1049.88,4,69.18,0.05
ORD00129,2025-02-28,CUST0085,Accessories,Keyboards,306.51,1,40.65,0.05
ORD00130,2024-05-29,CUST0115,Accessories,Headsets,363.95,2,43.49,0.25
ORD00131,2024-01-20,CUST0110,Office Supplies,Binders,421.84,3,115.04,0.15
ORD00132,2024-05-04,CUST0078,Furniture,Bookcases,159.11,1,11.59,0.15
ORD00133,2024-05-27,CUST0006,Technology,Phones,1648.7,3,115.13,0.25
ORD00134,2024-03-10,CUST0111,Furniture,Bookcases,1485.77,5,177.67,0.15
ORD00135,2024-09-16,CUST0041,Furniture,Bookcases,1167.58,6,91.13,0.25
ORD00136,2024-05-16,CUST0005,Office Supplies,Labels,83.24,1,13.17,0.25
ORD00137,2024-05-18,CUST0084,Office Supplies,Paper,138.94,1,22.58,0.05
ORD00138,2025-06-11,CUST0100,Furniture,Bookcases,1028.62,4,126.17,0.05
ORD00139,2025-11-02,CUST0072,Accessories,Keyboards,555.79,3,51.43,0.15
ORD00140,2025-05-23,CUST0005,Furniture,Tables,1522.83,6,100.92,0.25
ORD00141,2025-07-12,CUST0098,Furniture,Tables,978.27,3,-29.96,0.2
ORD00142,2024-12-25,CUST0104,Technology,Printers,1351.75,4,146.16,0.1
ORD00143,2024-03-17,CUST0119,Office Supplies,Binders,786.71,6,244.01,0.0
ORD00144,2024-02-05,CUST0018,Office Supplies,Envelopes,365.19,2,63.06,0.2
ORD00145,2025-01-14,CUST0004,Technology,Printers,1145.27,3,183.22,0.1
ORD00146,2024-01-27,CUST0026,Technology,Laptops,2794.13,6,348.0,0.1
ORD00147,2025-12-11,CUST0034,Technology,Monitors,1718.21,4,102.36,0.25
ORD00148,2025-11-14,CUST0013,Technology,Monitors,706.66,3,157.08,0.05
ORD00149,2025-01-05,CUST0106,Accessories,Mice,893.55,5,104.45,0.15
ORD00150,2025-04-23,CUST0048,Office Supplies,Labels,1078.28,7,234.7,0.15
ORD00151,2025-02-23,CUST0036,Office Supplies,Envelopes,1508.74,7,225.33,0.15
ORD00152,2024-05-12,CUST0098,Furniture,Tables,1691.56,4,242.61,0.1
ORD00153,2024-12-20,CUST0013,Furniture,Tables,1789.98,5,165.22,0.2
ORD00154,2025-05-29,CUST0024,Office Supplies,Binders,1116.56,6,52.15,0.25
ORD00155,2024-01-30,CUST0068,Furniture,Chairs,343.82,1,19.88,0.2
ORD00156,2025-10-04,CUST0058,Office Supplies,Envelopes,465.21,5,64.85,0.25
ORD00157,2024-06-10,CUST0085,Furniture,Chairs,939.36,4,19.06,0.25
ORD00158,2025-02-12,CUST0016,Accessories,Headsets,388.43,2,66.59,0.0
ORD00159,2024-02-21,CUST0117,Technology,Laptops,1096.64,3,275.44,0.05
ORD00160,2024-07-13,CUST0033,Accessories,Headsets,1380.49,7,276.87,0.15
ORD00161,2024-09-03,CUST0024,Accessories,Webcams,279.12,2,19.91,0.25
ORD00162,2024-04-20,CUST0005,Furniture,Chairs,1587.87,4,177.42,0.0
ORD00163,2025-01-06,CUST0072,Office Supplies,Paper,569.0,5,79.62,0.2
ORD00164,2025-02-07,CUST0119,Technology,Laptops,1064.29,3,250.42,0.05
ORD00165,2024-02-16,CUST0025,Furniture,Chairs,240.13,1,-3.01,0.2
ORD00166,2024-06-15,CUST0077,Technology,Monitors,1336.5,4,242.6,0.2
ORD00167,2025-05-01,CUST0051,Office Supplies,Labels,850.66,7,122.12,0.1
ORD00168,2025-09-03,CUST0049,Office Supplies,Binders,309.75,4,94.68,0.05
ORD00169,2025-06-20,CUST0091,Office Supplies,Paper,595.3,6,136.31,0.05
ORD00170,2024-07-14,CUST0095,Accessories,Keyboards,126.68,1,5.35,0.2
ORD00171,2025-12-23,CUST0089,Accessories,Keyboards,251.36,2,33.48,0.15
ORD00172,2025-07-13,CUST0064,Technology,Monitors,1182.33,3,226.43,0.1
ORD00173,2024-10-12,CUST0033,Technology,Phones,2462.16,5,229.39,0.25
ORD00174,2025-05-06,CUST0100,Office Supplies,Labels,349.82,3,63.28,0.2
ORD00175,2024-12-19,CUST0116,Furniture,Storage,1211.51,7,57.56,0.1
ORD00176,2024-08-07,CUST0011,Office Supplies,Envelopes,192.5,2,52.8,0.0
ORD00177,2024-02-21,CUST0093,Office Supplies,Paper,899.59,6,148.27,0.1
ORD00178,2024-01-06,CUST0015,Technology,Phones,2467.0,5,516.99,0.15
ORD00179,2024-11-24,CUST0003,Technology,Monitors,1085.55,3,132.72,0.2
ORD00180,2024-06-28,CUST0093,Accessories,Keyboards,793.15,4,139.41,0.15
ORD00181,2024-02-08,CUST0030,Technology,Monitors,537.47,1,50.72,0.15
ORD00182,2024-05-17,CUST0030,Office Supplies,Envelopes,1202.25,7,220.81,0.25
ORD00183,2024-01-15,CUST0017,Technology,Phones,4071.58,6,300.87,0.2
ORD00184,2025-06-11,CUST0082,Accessories,Webcams,283.48,3,25.66,0.1
ORD00185,2024-08-29,CUST0069,Technology,Printers,1928.39,4,497.5,0.0
ORD00186,2024-03-04,CUST0065,Furniture,Tables,2102.1,6,-79.97,0.25
ORD00187,2025-01-11,CUST0090,Office Supplies,Labels,203.14,5,33.63,0.2
ORD00188,2025-07-04,CUST0052,Office Supplies,Envelopes,848.78,7,192.77,0.0
ORD00189,2024-03-20,CUST0028,Furniture,Bookcases,2092.08,5,207.04,0.2
ORD00190,2024-04-29,CUST0018,Furniture,Storage,1576.95,6,236.51,0.0
ORD00191,2025-07-31,CUST0066,Furniture,Storage,471.91,1,45.85,0.1
ORD00192,2024-02-16,CUST0011,Office Supplies,Binders,343.05,4,116.33,0.0
ORD00193,2025-02-22,CUST0012,Furniture,Bookcases,628.85,2,62.72,0.15
ORD00194,2025-01-21,CUST0065,Accessories,Webcams,704.81,4,83.26,0.1
ORD00195,2025-06-25,CUST0030,Accessories,Webcams,444.2,2,40.76,0.1
ORD00196,2025-06-28,CUST0119,Office Supplies,Envelopes,357.61,4,31.27,0.25
ORD00197,2025-09-21,CUST0015,Technology,Printers,3726.04,7,780.09,0.2
ORD00198,2024-09-07,CUST0074,Office Supplies,Binders,610.72,6,165.48,0.0
ORD00199,2025-08-12,CUST0077,Accessories,Mice,585.34,3,79.63,0.05
ORD00200,2024-11-03,CUST0015,Furniture,Storage,648.57,3,30.44,0.25
ORD00201,2024-12-18,CUST0065,Office Supplies,Binders,927.94,6,199.56,0.05
ORD00202,2024-09-03,CUST0102,Technology,Printers,3907.24,7,739.62,0.0
ORD00203,2025-02-01,CUST0081,Accessories,Mice,358.15,2,57.39,0.1
ORD00204,2024-02-22,CUST0100,Office Supplies,Paper,295.46,3,22.23,0.2
ORD00205,2024-08-01,CUST0099,Office Supplies,Envelopes,658.75,7,192.36,0.05
ORD00206,2024-09-05,CUST0010,Technology,Printers,3663.62,6,697.0,0.1
ORD00207,2024-11-11,CUST0108,Office Supplies,Labels,446.12,3,58.59,0.25
ORD00208,2025-01-14,CUST0093,Office Supplies,Paper,291.99,3,49.29,0.1
ORD00209,2024-10-29,CUST0025,Office Supplies,Envelopes,300.28,2,47.94,0.2
ORD00210,2025-05-15,CUST0027,Office Supplies,Labels,441.75,6,86.27,0.05
ORD00211,2025-07-09,CUST0092,Office Supplies,Paper,1067.01,6,239.13,0.25
ORD00212,2025-10-07,CUST0069,Technology,Phones,1652.12,2,278.94,0.0
ORD00213,2025-11-06,CUST0091,Office Supplies,Envelopes,467.15,4,65.48,0.25
ORD00214,2025-05-29,CUST0018,Accessories,Keyboards,1219.33,7,199.12,0.0
ORD00215,2024-12-28,CUST0031,Technology,Monitors,2104.24,3,480.85,0.05
ORD00216,2025-10-31,CUST0046,Technology,Laptops,2157.71,7,407.89,0.15
ORD00217,2024-03-25,CUST0018,Technology,Phones,3404.26,4,918.78,0.0
ORD00218,2024-08-04,CUST0069,Accessories,Mice,1378.23,7,126.32,0.25
ORD00219,2024-07-02,CUST0002,Accessories,Keyboards,827.34,7,64.92,0.25
ORD00220,2024-06-15,CUST0080,Accessories,Headsets,1389.39,5,289.15,0.1
ORD00221,2025-05-27,CUST0024,Office Supplies,Binders,582.48,6,116.14,0.1
ORD00222,2024-11-30,CUST0111,Office Supplies,Envelopes,132.92,1,16.18,0.2
ORD00223,2024-03-28,CUST0111,Furniture,Storage,2203.93,7,334.15,0.05
ORD00224,2025-02-02,CUST0074,Office Supplies,Paper,285.23,3,83.53,0.1
ORD00225,2025-04-04,CUST0016,Technology,Printers,2929.89,5,680.08,0.0
ORD00226,2024-01-13,CUST0045,Office Supplies,Envelopes,177.5,3,48.14,0.05
ORD00227,2024-06-22,CUST0114,Technology,Printers,890.04,2,129.25,0.1
ORD00228,2025-01-04,CUST0031,Furniture,Chairs,466.21,3,50.53,0.15
ORD00229,2024-12-06,CUST0081,Furniture,Storage,2166.31,7,8.11,0.25
ORD00230,2025-09-09,CUST0030,Technology,Monitors,2790.03,6,349.84,0.1
ORD00231,2024-11-29,CUST0001,Office Supplies,Paper,349.12,4,75.72,0.05
ORD00232,2025-04-17,CUST0068,Office Supplies,Binders,1229.48,6,278.92,0.15
ORD00233,2024-09-04,CUST0020,Technology,Monitors,1333.33,3,189.44,0.2
ORD00234,2025-07-10,CUST0055,Furniture,Storage,409.56,1,-18.17,0.25
ORD00235,2025-11-04,CUST0006,Technology,Phones,3457.46,6,214.57,0.25
ORD00236,2025-03-16,CUST0118,Accessories,Headsets,192.68,1,17.21,0.2
ORD00237,2025-02-04,CUST0083,Technology,Monitors,2341.38,4,609.71,0.0
ORD00238,2024-04-28,CUST0112,Furniture,Chairs,1310.45,7,92.23,0.05
ORD00239,2025-03-24,CUST0102,Furniture,Chairs,1547.22,6,182.99,0.0
ORD00240,2025-11-24,CUST0117,Furniture,Chairs,2282.69,7,398.96,0.05
ORD00241,2024-08-25,CUST0042,Furniture,Storage,2304.91,7,235.41,0.0
ORD00242,2025-08-29,CUST0080,Accessories,Webcams,999.42,4,237.66,0.0
ORD00243,2025-01-09,CUST0095,Office Supplies,Paper,139.96,3,24.59,0.25
ORD00244,2025-08-24,CUST0082,Furniture,Storage,144.02,1,3.44,0.25
ORD00245,2025-11-19,CUST0041,Accessories,Keyboards,488.7,2,79.21,0.05
ORD00246,2025-08-11,CUST0067,Furniture,Tables,1368.33,4,152.14,0.05
ORD00247,2024-07-10,CUST0088,Furniture,Tables,946.29,3,89.58,0.15
ORD00248,2025-02-22,CUST0080,Office Supplies,Envelopes,590.5,6,108.9,0.2
ORD00249,2024-02-03,CUST0017,Office Supplies,Labels,253.54,3,57.24,0.15
ORD00250,2024-10-01,CUST0098,Technology,Laptops,2613.75,7,273.1,0.25
ORD00251,2024-04-14,CUST0026,Technology,Printers,3658.49,6,737.59,0.15
ORD00252,2025-03-25,CUST0085,Accessories,Keyboards,1537.81,7,195.54,0.2
ORD00253,2024-06-18,CUST0094,Accessories,Webcams,1001.85,5,94.26,0.1
ORD00254,2024-11-27,CUST0062,Office Supplies,Paper,786.2,6,136.82,0.25
ORD00255,2024-03-01,CUST0104,Technology,Printers,1492.48,3,234.37,0.25
ORD00256,2025-05-16,CUST0072,Technology,Printers,1004.89,2,78.42,0.25
ORD00257,2025-06-11,CUST0069,Office Supplies,Envelopes,558.65,6,106.14,0.1
ORD00258,2025-04-14,CUST0117,Accessories,Keyboards,1159.22,6,202.9,0.05
ORD00259,2024-10-01,CUST0120,Office Supplies,Envelopes,345.49,3,63.16,0.15
ORD00260,2024-02-17,CUST0091,Accessories,Keyboards,263.3,1,62.03,0.05
ORD00261,2024-07-26,CUST0071,Technology,Printers,2846.7,6,683.08,0.1
ORD00262,2025-01-15,CUST0034,Furniture,Chairs,2498.47,6,-134.22,0.25
ORD00263,2025-12-21,CUST0025,Furniture,Chairs,327.54,1,3.53,0.25
ORD00264,2024-05-03,CUST0057,Technology,Monitors,5731.67,7,326.01,0.25
ORD00265,2024-11-02,CUST0041,Technology,Monitors,1069.45,2,117.38,0.25
ORD00266,2025-09-16,CUST0022,Office Supplies,Binders,642.62,6,88.11,0.15
ORD00267,2024-03-29,CUST0116,Furniture,Tables,512.08,1,13.19,0.15
ORD00268,2025-10-22,CUST0084,Technology,Monitors,492.05,1,50.39,0.25
ORD00269,2024-07-29,CUST0004,Office Supplies,Labels,707.1,5,157.4,0.05
ORD00270,2025-10-15,CUST0098,Technology,Printers,3762.65,5,487.69,0.1
ORD00271,2025-01-09,CUST0072,Accessories,Webcams,1482.4,5,355.99,0.0
ORD00272,2024-02-10,CUST0009,Technology,Phones,644.07,1,134.35,0.15
ORD00273,2024-10-11,CUST0090,Furniture,Tables,223.64,1,10.84,0.2
ORD00274,2024-11-13,CUST0036,Office Supplies,Binders,1085.21,6,181.45,0.15
ORD00275,2024-11-12,CUST0082,Office Supplies,Binders,371.31,6,44.34,0.25
ORD00276,2025-06-19,CUST0039,Furniture,Bookcases,1778.62,5,188.25,0.1
ORD00277,2024-12-09,CUST0102,Technology,Laptops,2078.29,7,252.65,0.25
ORD00278,2024-02-26,CUST0046,Furniture,Bookcases,1761.93,4,-30.24,0.2
ORD00279,2024-02-15,CUST0058,Technology,Laptops,4449.31,7,1119.22,0.05
ORD00280,2025-07-20,CUST0113,Accessories,Keyboards,731.56,7,59.44,0.15
ORD00281,2025-08-08,CUST0032,Furniture,Chairs,1093.54,3,24.17,0.2
ORD00282,2025-04-21,CUST0109,Accessories,Keyboards,1613.59,7,341.92,0.0
ORD00283,2025-09-29,CUST0097,Furniture,Bookcases,626.36,2,75.59,0.05
ORD00284,2024-06-03,CUST0048,Office Supplies,Paper,41.38,1,4.43,0.25
ORD00285,2025-11-04,CUST0087,Accessories,Keyboards,814.69,4,149.93,0.05
ORD00286,2025-12-29,CUST0106,Accessories,Mice,530.55,3,22.13,0.25
ORD00287,2025-08-17,CUST0036,Furniture,Chairs,385.21,1,60.27,0.0
ORD00288,2024-10-25,CUST0004,Accessories,Mice,614.37,3,124.11,0.1
ORD00289,2024-07-26,CUST0080,Technology,Laptops,857.17,2,164.92,0.15
ORD00290,2024-07-31,CUST0015,Technology,Monitors,1587.78,4,136.49,0.25
ORD00291,2024-08-08,CUST0076,Office Supplies,Binders,699.87,7,152.02,0.15
ORD00292,2024-06-27,CUST0057,Office Supplies,Labels,158.77,1,43.41,0.0
ORD00293,2024-05-04,CUST0082,Office Supplies,Paper,124.29,1,18.81,0.15
ORD00294,2025-08-19,CUST0099,Office Supplies,Binders,600.48,5,40.21,0.25
ORD00295,2024-05-05,CUST0083,Technology,Monitors,348.86,1,55.97,0.25
ORD00296,2024-06-25,CUST0120,Technology,Printers,1878.41,3,352.98,0.0
ORD00297,2025-05-25,CUST0088,Office Supplies,Labels,597.97,4,83.83,0.15
ORD00298,2025-10-07,CUST0070,Accessories,Mice,822.49,7,124.73,0.15
ORD00299,2025-02-01,CUST0061,Furniture,Bookcases,1018.38,3,82.71,0.1
ORD00300,2025-08-21,CUST0074,Accessories,Headsets,458.72,2,37.73,0.25
ORD00301,2025-08-12,CUST0009,Accessories,Mice,1031.62,7,256.17,0.05
ORD00302,2025-08-28,CUST0063,Office Supplies,Labels,111.13,1,27.01,0.05
ORD00303,2025-07-09,CUST0073,Office Supplies,Envelopes,269.35,3,53.45,0.0
ORD00304,2024-05-13,CUST0113,Technology,Phones,1213.7,3,307.31,0.0
ORD00305,2024-04-23,CUST0092,Office Supplies,Paper,651.02,7,51.28,0.25
ORD00306,2024-11-26,CUST0037,Technology,Monitors,1431.05,2,286.61,0.15
ORD00307,2024-08-16,CUST0016,Technology,Monitors,2977.02,6,642.9,0.05
ORD00308,2025-08-04,CUST0069,Technology,Printers,269.92,1,12.6,0.25
ORD00309,2024-12-05,CUST0109,Accessories,Mice,1416.7,6,315.5,0.0
ORD00310,2025-04-02,CUST0007,Office Supplies,Labels,70.68,1,14.15,0.0
ORD00311,2025-03-05,CUST0076,Technology,Printers,736.9,2,202.64,0.0
ORD00312,2024-06-15,CUST0039,Office Supplies,Paper,715.26,4,167.54,0.0
ORD00313,2024-06-13,CUST0114,Technology,Printers,3469.74,6,129.16,0.2
ORD00314,2025-10-31,CUST0021,Office Supplies,Envelopes,165.31,2,28.66,0.05
ORD00315,2025-11-07,CUST0037,Office Supplies,Labels,208.32,3,39.24,0.15
ORD00316,2024-03-30,CUST0078,Furniture,Storage,1379.31,3,185.55,0.05
ORD00317,2025-04-29,CUST0115,Furniture,Chairs,3207.98,7,436.27,0.1
ORD00318,2025-01-14,CUST0090,Office Supplies,Paper,422.55,4,83.39,0.05
ORD00319,2025-12-14,CUST0109,Office Supplies,Paper,450.08,6,101.4,0.2
